dpto_ccdgo;mpio_ccdgo;mpio_cdpmp;clas_ccdgo;setr_ccdgo;setr_ccnct;secr_ccdgo;secr_ccnct;zu_ccdgo;zu_cdivi;setu_ccdgo;setu_ccnct;secu_ccdgo;secu_ccnct;manz_ccdgo;manz_ccnct;manz_cag;tipo_ctstr;cod_ctstr;manz_nano;manz_nid;manz_nfe;manz_tipo;fuen_actlz;tipo_imgn;ano_fuente;tipo_actlz;ano_actlz;revi_campo;manz_narea;manz_lati;manz_long;shape_Leng;MANZ_VIV;FT_ACT_VIV;Shape_Le_1;Shape_Area;ID_unico;sum_22HOM;sum_23HOM;sum_24HOM;sum_25HOM;sum_22LP;sum_23LP;sum_24LP;sum_25LP;sum_22VI;sum_23VI;sum_24VI;sum_25VI;sum_22DS;sum_23DS;sum_24DS;sum_25DS;sum_22HP;sum_23HP;sum_24HP;sum_25HP;sum_22HR;sum_23HR;sum_24HR;sum_25HR;sum_22HC;sum_23HC;sum_24HC;sum_25HC;sum_22HA;sum_23HA;sum_24HA;sum_25HA;sum_22HM;sum_23HM;sum_24HM;sum_25HM;sum_22SS;sum_23SS;sum_24SS;sum_25SS;sum_22SE;sum_23SE;sum_24SE;sum_25SE;sum_22EX;sum_23EX;sum_24EX;sum_25EX;sum_22TR;sum_23TR;sum_24TR;sum_25TR;geom;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-81.35674834;-81.35674929;-81.35675024;-81.35675072;-81.3567512;-81.35675215;-81.3567531;-81.356755;-81.35675543;-81.35675643;-81.35675881;-81.35675976;-81.35676214;-81.35676452;-81.35676785;-81.35676976;-81.35677118;-81.35677309;-81.35677452;-81.35677642;-81.35677785;-81.3567788;-81.35678118;-81.35678261;-81.35678546;-81.35678689;-81.35678784; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-81.35678879;-81.35679022;-81.35679212;-81.35679403;-81.35679545;-81.35679688;-81.35679784;-81.35679926;-81.35680021;-81.35680117;-81.35680259;-81.35680354;-81.35680545;-81.35680545;-81.35680545;-81.35680545;-81.35680592;-81.35680592;-81.3568064;-81.35680688;-81.35680783;-81.3568083;-81.35680926;-81.35680973;-81.35681116;-81.35681211;-81.35681306; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-81.35681497;-81.35681687;-81.35681925;-81.35682068;-81.35682306;-81.35682448;-81.35682591;-81.35682782;-81.35682972;-81.35683019;-81.35683162;-81.35683305;-81.356834;-81.35683543;-81.35683543;-81.35683638;-81.35683781;-81.35683876;-81.35683971;-81.35684067;-81.35684209;-81.35684304;-81.35684352;-81.35684447;-81.35684495;-81.3568459;-81.35684685; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-81.3568478;-81.35684923;-81.35684971;-81.35685018;-81.35685161;-81.35685447;-81.35685732;-81.35685827;-81.3568597;-81.3568616;-81.35686303;-81.35686351;-81.35686446;-81.35686494;-81.35686589;-81.35686731;-81.35686731;-81.35686827;-81.35687017;-81.35687207;-81.35687541;-81.35687778;-81.35687969;-81.35688064;-81.35688207;-81.35688254;-81.35688445; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-81.35688492;-81.35688588;-81.35688625;-81.3568873;-81.35688778;-81.35688873;-81.35688921;-81.35688968;-81.35689016;-81.35689111;-81.35689158;-81.35689158;-81.35689158;-81.35689158;-81.35689206;-81.35689301;-81.35689301;-81.35689349;-81.35689444;-81.35689539;-81.35689682;-81.35689777;-81.35689968;-81.35690063;-81.35690158;-81.35690253;-81.35690444; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-81.35690586;-81.35690634;-81.35690729;-81.35690824;-81.35690967;-81.35690967;-81.35691015;-81.3569111;-81.35691205;-81.35691252;-81.356913;-81.35691348;-81.35691348;-81.3569149;-81.3569149;-81.35691538;-81.35691586;-81.35691633;-81.35691681;-81.35691776;-81.35691776;-81.35691823;-81.35691871;-81.35691919;-81.35691966;-81.35691966;-81.35691966; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-81.35691966;-81.35691966;-81.35691966;-81.35691966;-81.35691966;-81.35692204;-81.35692252;-81.35692299;-81.35692347;-81.35692347;-81.35692442;-81.35692537;-81.35692633;-81.3569268;-81.35692728;-81.35692775;-81.35692918;-81.35693013;-81.35693156;-81.35693299;-81.35693442;-81.35693632;-81.35693822;-81.35693965;-81.35694013;-81.35694203;-81.35694393; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-81.35694536;-81.35694631;-81.35694726;-81.35694869;-81.35695012;-81.35695155;-81.35695298;-81.35695393;-81.35695536;-81.35695631;-81.35695678;-81.35695678;-81.35695726;-81.35695821;-81.35695869;-81.35695869;-81.35695869;-81.35695964;-81.35695964;-81.35696011;-81.35696043;-81.35696107;-81.35696202;-81.35696249;-81.35696392;-81.35696535;-81.3569663; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-81.35696678;-81.3569682;-81.35697058;-81.35697249;-81.35697582;-81.35697772;-81.35697963;-81.35698105;-81.35698296;-81.35698391;-81.35698581;-81.35698629;-81.35698819;-81.35698914;-81.35699009;-81.356992;-81.35699343;-81.3569939;-81.35699533;-81.35699723;-81.35699819;-81.35699914;-81.35699961;-81.35700056;-81.35700104;-81.35700152;-81.35700199; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-81.35700247;-81.35700247;-81.3570039;-81.35700437;-81.35700532;-81.35700723;-81.35700866;-81.35701056;-81.35701199;-81.35701294;-81.35701437;-81.35701507;-81.35701532;-81.35701675;-81.3570177;-81.3570196;-81.35702103;-81.35702246;-81.35702341;-81.35702436;-81.35702531;-81.35702769;-81.35702864;-81.35702959;-81.35703102;-81.35703293;-81.3570353; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-81.35703721;-81.35703864;-81.35704054;-81.35704244;-81.35704435;-81.3570472;-81.35704911;-81.35705101;-81.35705291;-81.35705386;-81.35705434;-81.35705482;-81.35705577;-81.35705624;-81.35705672;-81.35705815;-81.3570591;-81.35706005;-81.35706148;-81.35706196;-81.35706243;-81.35706291;-81.35706338;-81.35706386;-81.35706433;-81.35706481;-81.35706576; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-81.35706576;-81.35706624;-81.35706624;-81.35706624;-81.35706719;-81.35706767;-81.35707052;-81.35707004;-81.35707052;-81.35707052;-81.357071;-81.35707718;-81.35707766;-81.35707861;-81.35708004;-81.35708099;-81.35708194;-81.35708289;-81.35708623;-81.35708908;-81.35709241;-81.35709479;-81.35709574;-81.35709765;-81.35709907;-81.35710098;-81.35710145; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-81.35710241;-81.35710336;-81.35710336;-81.35710431;-81.35710445;-81.35710478;-81.35710621;-81.35710669;-81.35710717;-81.35710764;-81.35710859;-81.35711002;-81.35711145;-81.35711335;-81.35711573;-81.35711763;-81.35711954;-81.35712049;-81.35712192;-81.35712334;-81.35712525;-81.35712668;-81.35712858;-81.35712906;-81.35713096;-81.35713144;-81.35713239; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-81.35713334;-81.35713477;-81.35713715;-81.35714048;-81.35714286;-81.35714619;-81.35714761;-81.35714761;-81.35714761;-81.35714761;-81.35714761;-81.35714714;-81.35714666;-81.35714666;-81.35714666;-81.35714666;-81.35714666;-81.35714666;-81.35714666;-81.35714666;-81.35714714;-81.35714761;-81.35714857;-81.35714857;-81.35714952;-81.35715047;-81.35715237; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-81.3571538;-81.35715571;-81.35715618;-81.35715761;-81.35715904;-81.35716094;-81.35716284;-81.35716522;-81.35716617;-81.3571676;-81.35716903;-81.35717093;-81.35717331;-81.35717712;-81.35718045;-81.35718283;-81.35718378;-81.35718474;-81.35718521;-81.35718569;-81.35718616;-81.35718664;-81.35718664;-81.35718664;-81.35718711;-81.35718759;-81.35718807; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-81.35718854;-81.35718902;-81.35718997;-81.35719187;-81.3571933;-81.35719521;-81.35719711;-81.35719854;-81.35719996;-81.35720044;-81.35720234;-81.3572033;-81.3572052;-81.35720663;-81.35720805;-81.35720901;-81.35721043;-81.35721094;-81.35721138;-81.35721329;-81.35721424;-81.35721519;-81.35721662;-81.35721805;-81.357219;-81.35721995;-81.35722233; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-81.35722376;-81.35722566;-81.35722804;-81.35722947;-81.35723137;-81.35723232;-81.35723423;-81.3572347;-81.35723661;-81.35723804;-81.35723899;-81.35724041;-81.35724089;-81.35724184;-81.35724232;-81.35724375;-81.3572447;-81.3572466;-81.35724803;-81.35724946;-81.35725041;-81.35725184;-81.35725279;-81.35725374;-81.35725517;-81.35725612;-81.35725659; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-81.35725755;-81.35725802;-81.3572585;-81.35725945;-81.35725993;-81.35726135;-81.35726183;-81.35726478;-81.35726518;-81.35726557;-81.35726596;-81.35726674;-81.35726752;-81.35726792;-81.35726909;-81.35726948;-81.35727026;-81.35727105;-81.35727144;-81.35727183;-81.35727261;-81.35727418;-81.35727457;-81.35727535;-81.35727632;-81.35727728;-81.35727785; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-81.35727882;-81.35727997;-81.35728054;-81.35728072;-81.35728187;-81.35728262;-81.35728492;-81.35728588;-81.35728663;-81.35728796;-81.35728705;-81.35728705;-81.357288;-81.35728848;-81.35728895;-81.35728895;-81.35728943;-81.35728991;-81.35729038;-81.35729038;-81.35729086;-81.35729086;-81.35729086;-81.35729181;-81.35729229;-81.35729229;-81.35729276; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-81.35729276;-81.35729324;-81.35729292;-81.35729324;-81.35729324;-81.35729324;-81.35729371;-81.35729371;-81.35729371;-81.35729419;-81.35729419;-81.35729467;-81.35729562;-81.35729609;-81.35729705;-81.35729752;-81.35729847;-81.3572999;-81.35730038;-81.35730276;-81.35730371;-81.35730418;-81.35730514;-81.35730704;-81.35730847;-81.35730989;-81.35731132; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-81.3573118;-81.35731323;-81.35731465;-81.35731608;-81.35731703;-81.35731799;-81.35731894;-81.35731989;-81.35732036;-81.35732132;-81.35732227;-81.35732417;-81.3573256;-81.3573275;-81.35732988;-81.35733036;-81.35733274;-81.35733369;-81.35733464;-81.35733512;-81.35733559;-81.35733607;-81.35733702;-81.3573375;-81.35733797;-81.35733892;-81.35733988; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-81.35734178;-81.35734368;-81.35734559;-81.35734572;-81.35734749;-81.35734892;-81.35735225;-81.35735368;-81.35735558;-81.35735844;-81.35735939;-81.35736082;-81.35736129;-81.35736367;-81.3573651;-81.35736653;-81.35736795;-81.3573689;-81.35736986;-81.35737033;-81.35737176;-81.35737224;-81.35737366;-81.35737509;-81.35737557;-81.35737652;-81.35737699; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-81.35737795;-81.3573789;-81.35738033;-81.35738128;-81.35738223;-81.35738318;-81.35738366;-81.35738509;-81.35738699;-81.35738937;-81.35739127;-81.35739175;-81.35739365;-81.35739413;-81.35739603;-81.35739889;-81.35740031;-81.35740269;-81.3574046;-81.35740603;-81.35740698;-81.3574084;-81.35740983;-81.35741078;-81.35741126;-81.35741221;-81.35741269; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-81.35741316;-81.35741364;-81.35741507;-81.35741649;-81.35741745;-81.35741887;-81.3574203;-81.35742125;-81.35742268;-81.35742506;-81.35742696;-81.35742982;-81.35743077;-81.35743125;-81.35743267;-81.35743315;-81.35743363;-81.3574341;-81.35743553;-81.35743648;-81.35743696;-81.35743743;-81.35743791;-81.35743791;-81.35743791;-81.35743791;-81.35743791; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-81.35743791;-81.35743791;-81.35743791;-81.35743791;-81.35743791;-81.35743791;-81.35743743;-81.35743743;-81.35743696;-81.35743696;-81.35743553;-81.35743553;-81.35743505;-81.3574341;-81.3574341;-81.35743363;-81.35743363;-81.35743363;-81.35743315;-81.35743315;-81.35743267;-81.35743267;-81.3574322;-81.35743172;-81.35743077;-81.35743077;-81.3574303; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-81.35742982;-81.35742934;-81.35742887;-81.35742744;-81.35742744;-81.35742696;-81.35742649;-81.35742601;-81.35742554;-81.35742506;-81.35742411;-81.35742411;-81.35742363;-81.35742316;-81.35742316;-81.35742268;-81.35742268;-81.35742268;-81.35742268;-81.35742268;-81.35742268;-81.35742268;-81.35742268;-81.35742268;-81.35742268;-81.35742268;-81.35742268; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-81.35742316;-81.35742363;-81.35742554;-81.35742601;-81.35742744;-81.35742792;-81.35742839;-81.35742887;-81.35742934;-81.35743077;-81.35743315;-81.35743505;-81.35743648;-81.35743791;-81.35743934;-81.35744076;-81.35744267;-81.35744362;-81.35744457;-81.35744552;-81.35744648;-81.35744743;-81.3574479;-81.35744838;-81.35744933;-81.35745076;-81.35745076; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-81.35745219;-81.35745361;-81.35745457;-81.35745599;-81.35745647;-81.3574579;-81.35745885;-81.3574598;-81.3574598;-81.35746028;-81.35746075;-81.35746123;-81.35746218;-81.35746361;-81.35746408;-81.35746408;-81.35746408;-81.35746408;-81.35746456;-81.35746504;-81.35746504;-81.35746599;-81.35746694;-81.35746782;-81.35746789;-81.35746932;-81.35747075;-81.3574717; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-81.35747217;-81.35747265;-81.35747313;-81.35747408;-81.35747408;-81.35747408;-81.35747408;-81.35747408;-81.35747455;-81.35747503;-81.35747503;-81.3574755;-81.35747598;-81.35747598;-81.35747646;-81.35747693;-81.35747741;-81.35747789;-81.35747789;-81.35747836;-81.35747836;-81.35747836;-81.35747931;-81.35747931;-81.35747931;-81.35748026;-81.35748122; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-81.35748169;-81.35748312;-81.35748407;-81.35748407;-81.35748455;-81.3574855;-81.35748645;-81.3574874;-81.35748883;-81.35749026;-81.35749169;-81.35749311;-81.35749407;-81.35749502;-81.35749692;-81.35749787;-81.35750025;-81.3575012;-81.35750216;-81.35750263;-81.35750358;-81.35750454;-81.35750501;-81.35750691;-81.35750834;-81.35750977;-81.35751167; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-81.35751263;-81.35751358;-81.357515;-81.35751596;-81.35751691;-81.35751834;-81.35751929;-81.35752024;-81.35752071;-81.35752214;-81.35752357;-81.357525;-81.35752643;-81.35752738;-81.35752881;-81.35753071;-81.35753404;-81.35753642;-81.35753785;-81.3575388;-81.35753927;-81.35754023;-81.3575407;-81.35754165;-81.35754213;-81.35754308;-81.35754498; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-81.35754594;-81.35754689;-81.35754784;-81.35754832;-81.35755022;-81.35755165;-81.35755308;-81.35755355;-81.3575545;-81.35755545;-81.35755641;-81.35755784;-81.35755879;-81.35756415;-81.35756443;-81.35756477;-81.35756505;-81.35756533;-81.3575654;-81.35756556;-81.35756578;-81.357566;-81.35756606;-81.35756666;-81.35756688;-81.35756704;-81.3575672; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-81.35756752;-81.35756767;-81.35756815;-81.35756863;-81.35756895;-81.35756942;-81.35756958;-81.35757022;-81.35757038;-81.35757054;-81.3575707;-81.35757102;-81.3575664;-81.3575664;-81.3575664;-81.3575664;-81.3575664;-81.3575664;-81.3575664;-81.3575664;-81.3575664;-81.3575664;-81.35756593;-81.35756545;-81.35756545;-81.35756545;-81.35756497; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-81.35756497;-81.3575645;-81.3575645;-81.3575645;-81.3575645;-81.35756413;-81.35756402;-81.35756402;-81.35756402;-81.35756354;-81.35756354;-81.35756354;-81.35756354;-81.35756354;-81.35756354;-81.35756354;-81.35756307;-81.35756307;-81.35756307;-81.35756307;-81.35756259;-81.35756259;-81.35756259;-81.35756212;-81.35756212;-81.35756164;-81.35756117; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-81.35756117;-81.35756117;-81.35756117;-81.35756117;-81.35756117;-81.35756117;-81.35756117;-81.35756117;-81.35756117;-81.35756117;-81.35756117;-81.35756117;-81.35756117;-81.35756117;-81.35756117;-81.35756117;-81.35756117;-81.35756164;-81.35756164;-81.35756212;-81.35756259;-81.35756354;-81.35756402;-81.3575645;-81.35756497;-81.35756593;-81.35756688; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-81.35756688;-81.3575683;-81.35756926;-81.35757068;-81.35757211;-81.35757306;-81.35757401;-81.35757497;-81.35757592;-81.35757639;-81.35757687;-81.35757735;-81.35757782;-81.35757877;-81.35757973;-81.35758115;-81.35758211;-81.35758258;-81.35758306;-81.35758306;-81.35758163;-81.35758211;-81.35758211;-81.35758258;-81.35758353;-81.35758401;-81.35758496; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-81.35758591;-81.35758686;-81.35758877;-81.35758924;-81.35758972;-81.3575902;-81.3575921;-81.357594;-81.35759495;-81.35759733;-81.35759828;-81.35759924;-81.35760067;-81.35760209;-81.35760304;-81.3576059;-81.35761018;-81.35761304;-81.35761494;-81.35761589;-81.35761637;-81.35761732;-81.3576178;-81.35762018;-81.3576216;-81.35762303;-81.35762398; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-81.35762541;-81.35762589;-81.35762827;-81.35763017;-81.35763112;-81.35763207;-81.35763302;-81.35763398;-81.35763493;-81.35763541;-81.35763588;-81.35763636;-81.35763683;-81.35763715;-81.35763778;-81.35763826;-81.35763969;-81.35764112;-81.35764302;-81.35764349;-81.35764397;-81.35764588;-81.35764778;-81.35764921;-81.35765016;-81.35765016;-81.35765063; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-81.35765063;-81.35765158;-81.35765301;-81.35765444;-81.35765634;-81.3576573;-81.35765872;-81.3576592;-81.35766015;-81.3576611;-81.35766205;-81.35766348;-81.35766396;-81.35766491;-81.35766539;-81.35766586;-81.35766634;-81.35766777;-81.35766824;-81.35766872;-81.35766919;-81.35767015;-81.35767157;-81.35767252;-81.35767395;-81.35767538;-81.35767681; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-81.35767823;-81.35767966;-81.35768109;-81.35768252;-81.35768299;-81.35768395;-81.35768442;-81.35768585;-81.3576868;-81.35768775;-81.35768871;-81.35768966;-81.35769013;-81.35769108;-81.35769204;-81.35769299;-81.35769489;-81.35769537;-81.35769632;-81.35769679;-81.35769822;-81.35769918;-81.35770013;-81.35770203;-81.35770298;-81.35770441;-81.35770536; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-81.35770631;-81.35770726;-81.35770822;-81.35770917;-81.35771012;-81.3577106;-81.35771107;-81.35771155;-81.35771155;-81.35771155;-81.35771155;-81.35771155;-81.35771155;-81.35771155;-81.35771155;-81.35771155;-81.35771155;-81.35771155;-81.35771155;-81.35771155;-81.35771107;-81.35771107;-81.35771107;-81.35771107;-81.35771107;-81.35771107;-81.35771107; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-81.35771107;-81.35771107;-81.35771107;-81.35771107;-81.35771155;-81.35771155;-81.35771155;-81.3577125;-81.35771345;-81.35771393;-81.35771393;-81.3577144;-81.35771488;-81.35771535;-81.35771583;-81.35771678;-81.35771726;-81.35771869;-81.35771916;-81.35771964;-81.35772011;-81.35772059;-81.35772107;-81.35772202;-81.35772297;-81.3577244;-81.35772582; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-81.3577263;-81.35772725;-81.35772765;-81.35772773;-81.35772773;-81.3577282;-81.3577282;-81.35772868;-81.35772868;-81.35772868;-81.35772868;-81.35772868;-81.35772868;-81.35772868;-81.35772868;-81.35772868;-81.35772868;-81.35772868;-81.35772868;-81.35772868;-81.35772868;-81.35772868;-81.35772868;-81.35772868;-81.35772868;-81.35772868;-81.35772868; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-81.35772916;-81.35772916;-81.35772916;-81.35772916;-81.35772916;-81.35772963;-81.35772963;-81.35773011;-81.35773011;-81.35773058;-81.35773106;-81.35773153;-81.35773153;-81.35773201;-81.35773201;-81.35773249;-81.35773296;-81.35773296;-81.35773296;-81.35773296;-81.35773344;-81.35773344;-81.35773344;-81.35773392;-81.35773392;-81.35773439;-81.35773487; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-81.35773582;-81.35773629;-81.35773677;-81.35773725;-81.35773725;-81.3577382;-81.35773867;-81.35773915;-81.35773962;-81.35774058;-81.357742;-81.35774248;-81.35774438;-81.35774534;-81.35774581;-81.35774772;-81.35774867;-81.35775009;-81.35775057;-81.357752;-81.35775295;-81.35775485;-81.35775581;-81.35775723;-81.35775771;-81.35776009;-81.35776199; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-81.35776485;-81.3577677;-81.35776818;-81.35776961;-81.35777008;-81.35777103;-81.35777103;-81.35777199;-81.35777199;-81.35777294;-81.35777294;-81.35777294;-81.35777294;-81.35777341;-81.35777389;-81.35777389;-81.35777484;-81.35777579;-81.35777675;-81.35777675;-81.35777912;-81.35778008;-81.35778103;-81.35778198;-81.35778293;-81.35778388;-81.35778436; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-81.35778531;-81.35778626;-81.35778817;-81.35778959;-81.35779102;-81.35779293;-81.3577934;-81.35779483;-81.3577953;-81.35779626;-81.35779864;-81.35780006;-81.35780197;-81.3578034;-81.35780482;-81.35780673;-81.35780815;-81.35781006;-81.35781101;-81.35781291;-81.35781434;-81.35781482;-81.35781529;-81.35781672;-81.35781862;-81.3578191;-81.35781957; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
